cpu,ram,timestamp
0.250000,9.510740,1623165438
0.000000,9.507355,1623165439
0.000000,9.508434,1623165440
0.250000,9.507207,1623165441
0.000000,9.504656,1623165442
0.000000,9.502350,1623165443
0.250000,9.498719,1623165444
0.740000,9.502350,1623165445
0.250000,9.499406,1623165446
0.000000,9.505441,1623165447
0.250000,9.498180,1623165448
0.000000,9.503577,1623165449
0.000000,9.501712,1623165450
2.010000,9.513340,1623165451
0.000000,9.514076,1623165452
0.000000,9.513635,1623165453
4.230000,9.514959,1623165454
11.650000,9.540031,1623165455
13.000000,9.554210,1623165456
11.140000,9.588604,1623165457
11.870000,9.613233,1623165458
13.330000,9.638844,1623165459
13.180000,9.658568,1623165460
11.340000,9.676035,1623165461
11.280000,9.698653,1623165462
11.560000,9.712243,1623165463
11.310000,9.732899,1623165464
11.660000,9.758903,1623165465
10.100000,9.777252,1623165466
11.410000,9.790352,1623165467
10.830000,9.807770,1623165468
9.640000,9.835490,1623165469
10.080000,9.854527,1623165470
9.900000,9.869197,1623165471
11.470000,9.880678,1623165472
11.000000,9.894661,1623165473
9.500000,9.918555,1623165474
9.800000,9.928711,1623165475
9.270000,9.956530,1623165476
10.120000,9.963301,1623165477
10.670000,9.975174,1623165478
12.130000,9.996713,1623165479
5.730000,10.013051,1623165480
9.300000,10.025758,1623165481
8.610000,10.040674,1623165482
2.760000,10.048180,1623165483
0.000000,10.046757,1623165484
72.250000,12.258289,1623165485
72.310000,11.776536,1623165486
56.780000,10.477730,1623165487
0.250000,10.464336,1623165488
0.250000,10.466838,1623165489
0.500000,10.464974,1623165490
0.500000,10.257043,1623165491
0.000000,10.257779,1623165492
0.000000,10.243551,1623165493
4.750000,10.243600,1623165494
0.250000,10.237271,1623165495
0.000000,10.240116,1623165496
5.000000,10.248457,1623165497
0.250000,10.261410,1623165498
0.000000,10.266905,1623165499
0.250000,10.266463,1623165500
0.000000,10.207047,1623165501
0.000000,10.203368,1623165502
0.000000,10.198952,1623165503
0.000000,10.196008,1623165504
0.250000,10.195567,1623165505
0.000000,10.203515,1623165506
0.250000,10.195861,1623165507
0.000000,10.201994,1623165508
0.250000,10.205085,1623165509
0.500000,10.204692,1623165510
0.000000,10.202534,1623165511
0.000000,10.201503,1623165512
0.500000,10.199688,1623165513
0.000000,10.201503,1623165514
0.000000,10.205134,1623165515
0.000000,10.207538,1623165516
0.000000,10.201798,1623165517
0.500000,10.198314,1623165518
0.000000,10.201405,1623165519
0.000000,10.204496,1623165520
0.000000,10.199001,1623165521
0.510000,10.288591,1623165522
2.000000,10.286138,1623165523
0.000000,10.295411,1623165524
0.000000,10.294969,1623165525
0.500000,10.215339,1623165526
0.250000,10.210678,1623165527
0.250000,10.201405,1623165528
0.000000,10.208176,1623165529
0.000000,10.204594,1623165530
0.750000,10.202288,1623165531
0.250000,10.202190,1623165532
0.250000,10.203073,1623165533
1.000000,10.201111,1623165534
12.090000,10.208421,1623165535
11.750000,10.220098,1623165536
11.750000,10.262833,1623165537
13.470000,10.281869,1623165538
11.530000,10.301887,1623165539
11.410000,10.318323,1623165540
9.870000,10.336624,1623165541
10.450000,10.342070,1623165542
10.030000,10.369594,1623165543
10.000000,10.373372,1623165544
10.420000,10.397217,1623165545
12.350000,10.404871,1623165546
8.790000,10.423859,1623165547
10.830000,10.432837,1623165548
6.050000,10.460852,1623165549
0.000000,10.460852,1623165551
52.690000,12.696965,1623165552
74.190000,12.334583,1623165553
54.770000,10.800665,1623165554
0.250000,10.799292,1623165555
0.000000,10.797280,1623165556
0.250000,10.789234,1623165557
0.000000,10.588221,1623165558
0.000000,10.587976,1623165559
0.000000,10.588221,1623165560
0.000000,10.584934,1623165561
0.250000,10.581303,1623165562
0.000000,10.582333,1623165563
2.270000,10.662748,1623165564
0.000000,10.672904,1623165565
0.500000,10.678497,1623165566
0.750000,10.538372,1623165567
0.250000,10.530571,1623165568
0.500000,10.525125,1623165569
0.000000,10.523752,1623165570
0.000000,10.519728,1623165571
0.000000,10.513890,1623165572
0.250000,10.511388,1623165573
0.000000,10.510897,1623165574
0.000000,10.519189,1623165575
0.250000,10.511878,1623165576
0.000000,10.513939,1623165577
0.000000,10.517030,1623165578
0.500000,10.518747,1623165579
0.000000,10.516245,1623165580
0.000000,10.517177,1623165581
0.000000,10.517079,1623165582
0.000000,10.514331,1623165583
0.000000,10.510701,1623165584
0.500000,10.509769,1623165585
0.000000,10.512467,1623165586
0.000000,10.509719,1623165587
0.000000,10.510554,1623165588
1.990000,10.512761,1623165589
0.000000,10.509670,1623165590
0.250000,10.512369,1623165591
0.000000,10.515852,1623165592
10.080000,10.530817,1623165593
10.800000,10.554760,1623165594
10.080000,10.571981,1623165595
9.980000,10.593029,1623165596
9.050000,10.608092,1623165597
8.560000,10.625951,1623165598
8.250000,10.642583,1623165599
5.240000,10.650679,1623165600
0.500000,10.651611,1623165601
61.810000,12.186411,1623165602
73.790000,12.844744,1623165603
41.030000,10.942311,1623165604
0.250000,10.932302,1623165605
0.000000,10.924452,1623165606
0.000000,10.924599,1623165607
0.500000,10.745027,1623165608
0.500000,10.739925,1623165609
0.000000,10.739827,1623165610
1.000000,10.735215,1623165611
0.000000,10.731339,1623165612
0.000000,10.725844,1623165613
3.760000,10.781236,1623165614
0.000000,10.786290,1623165615
0.250000,10.790313,1623165616
0.250000,10.670353,1623165617
0.250000,10.661374,1623165618
0.000000,10.657793,1623165619
0.000000,10.658283,1623165620
0.500000,10.659265,1623165621
0.000000,10.655438,1623165622
0.000000,10.664662,1623165623
1.000000,10.661472,1623165624
0.000000,10.659019,1623165625
0.250000,10.661374,1623165626
0.250000,10.664073,1623165627
0.000000,10.663926,1623165628
0.000000,10.657253,1623165629
0.500000,10.657793,1623165630
0.000000,10.662650,1623165631
0.250000,10.664367,1623165632
0.000000,10.658921,1623165633
0.750000,10.660295,1623165634
0.000000,10.652592,1623165635
0.250000,10.655389,1623165636
0.000000,10.661669,1623165637
0.000000,10.660246,1623165638
0.250000,10.655094,1623165639
5.470000,10.657891,1623165640
10.470000,10.667458,1623165641
9.520000,10.686102,1623165642
12.310000,10.699055,1623165643
7.460000,10.713529,1623165644
0.250000,10.715835,1623165645
29.470000,12.088039,1623165646
75.570000,11.578761,1623165647
71.460000,11.028368,1623165648
0.750000,11.020715,1623165649
0.250000,11.015269,1623165650
0.000000,11.015955,1623165651
1.250000,10.811950,1623165652
0.250000,10.812490,1623165653
0.000000,10.810920,1623165654
0.000000,10.811705,1623165655
0.000000,10.807485,1623165656
0.000000,10.804836,1623165657
2.270000,10.830005,1623165658
0.000000,10.829711,1623165659
0.000000,10.839180,1623165660
0.000000,10.843939,1623165661
0.250000,10.751504,1623165662
0.000000,10.742280,1623165663
0.750000,10.743752,1623165664
0.000000,10.743261,1623165665
0.000000,10.734283,1623165666
0.000000,10.739680,1623165667
0.250000,10.736098,1623165668
0.000000,10.733841,1623165669
0.000000,10.732909,1623165670
0.000000,10.739827,1623165671
0.000000,10.730701,1623165672
0.500000,10.726825,1623165673
0.250000,10.723145,1623165674
0.740000,10.732614,1623165675
0.000000,10.735607,1623165676
0.000000,10.734283,1623165677
0.750000,10.730112,1623165679
2.240000,10.727512,1623165680
0.000000,10.729425,1623165681
0.000000,10.732271,1623165682
0.250000,10.733792,1623165683
0.000000,10.735509,1623165684
0.250000,10.738796,1623165685
0.000000,10.737570,1623165686
0.250000,10.737079,1623165687
0.000000,10.730897,1623165688
0.000000,10.732320,1623165689
0.250000,10.730799,1623165690
0.250000,10.733890,1623165691
0.500000,10.736981,1623165692
0.000000,10.732909,1623165693
0.750000,10.739336,1623165694
0.000000,10.740072,1623165695
0.000000,10.734135,1623165696
0.250000,10.730308,1623165697
0.000000,10.733203,1623165698
0.500000,10.736981,1623165699
0.250000,10.739876,1623165700
0.250000,10.739974,1623165701
1.250000,10.732909,1623165702
0.750000,10.735313,1623165703
1.010000,10.731535,1623165704
0.500000,10.726089,1623165705
1.010000,10.726629,1623165706
0.750000,10.717748,1623165707
