cpu,ram,timestamp
0.250000,8.776850,1623156089
0.250000,8.782345,1623156090
0.000000,8.788380,1623156091
0.250000,8.786319,1623156092
0.000000,8.785730,1623156093
0.000000,8.786859,1623156094
0.000000,8.777242,1623156095
0.250000,8.779745,1623156096
0.000000,8.783081,1623156097
0.000000,8.783473,1623156098
0.500000,8.782639,1623156099
0.000000,8.787791,1623156100
0.000000,8.780235,1623156101
0.000000,8.782787,1623156102
0.500000,8.788184,1623156103
0.000000,8.788576,1623156104
0.000000,8.782198,1623156105
0.000000,8.788135,1623156106
0.000000,8.782836,1623156107
0.250000,8.789410,1623156108
0.000000,8.788772,1623156109
0.000000,8.791471,1623156110
0.250000,8.785730,1623156111
0.000000,8.794464,1623156112
0.250000,8.791127,1623156113
0.250000,8.790980,1623156114
3.270000,8.791569,1623156115
3.760000,8.803737,1623156116
2.780000,8.813598,1623156117
3.740000,8.826747,1623156118
2.770000,8.838032,1623156119
2.770000,8.841123,1623156120
2.280000,8.843527,1623156121
1.260000,8.863054,1623156122
0.000000,8.860945,1623156123
0.000000,8.851623,1623156124
0.000000,8.858982,1623156125
0.000000,8.862662,1623156126
0.000000,8.863937,1623156127
0.000000,8.862073,1623156128
0.500000,8.865262,1623156129
0.250000,8.866096,1623156130
0.000000,8.865262,1623156131
0.000000,8.872327,1623156132
0.000000,8.865851,1623156133
0.250000,8.872474,1623156134
0.000000,8.872622,1623156135
0.000000,8.868549,1623156136
0.000000,8.869531,1623156137
0.000000,8.873554,1623156138
0.250000,8.871984,1623156139
0.000000,8.865458,1623156140
0.250000,8.868255,1623156141
0.000000,8.871248,1623156142
0.000000,8.869187,1623156143
0.250000,8.858982,1623156144
0.250000,8.869433,1623156145
0.250000,8.871150,1623156146
0.000000,8.874143,1623156147
0.000000,8.878607,1623156148
0.500000,8.883367,1623156149
0.000000,8.881993,1623156150
0.000000,8.874879,1623156151
0.250000,8.874044,1623156152
0.000000,8.878460,1623156153
0.000000,8.873848,1623156154
0.250000,8.876939,1623156155
0.500000,8.880815,1623156156
0.000000,8.881895,1623156157
0.000000,8.881502,1623156158
0.500000,8.864477,1623156159
0.000000,8.864673,1623156160
0.000000,8.873946,1623156161
0.000000,8.865115,1623156162
0.250000,8.870855,1623156163
0.000000,8.867961,1623156164
0.000000,8.864968,1623156165
0.000000,8.870561,1623156166
0.500000,8.877037,1623156167
0.250000,8.875516,1623156168
0.500000,8.872425,1623156169
0.000000,8.876939,1623156170
0.000000,8.871788,1623156171
0.000000,8.870512,1623156172
0.250000,8.871837,1623156173
0.250000,8.871837,1623156174
0.000000,8.871837,1623156175
0.250000,8.861877,1623156176
0.000000,8.866047,1623156177
0.000000,8.861288,1623156178
0.250000,8.865851,1623156179
0.000000,8.870855,1623156180
0.000000,8.874388,1623156181
0.000000,8.873554,1623156182
0.000000,8.874830,1623156183
0.000000,8.883710,1623156184
0.250000,8.878166,1623156185
0.000000,8.880717,1623156186
0.000000,8.886408,1623156187
0.000000,8.881404,1623156188
0.500000,8.877920,1623156189
0.000000,8.878313,1623156190
0.250000,8.877970,1623156191
0.000000,8.878068,1623156192
0.000000,8.878607,1623156193
0.000000,8.870757,1623156194
0.250000,8.871640,1623156195
0.000000,8.875418,1623156196
0.000000,8.873946,1623156197
0.000000,8.878509,1623156198
36.780000,10.510063,1623156199
75.700000,9.958247,1623156200
66.580000,9.156993,1623156201
0.250000,9.147426,1623156202
0.000000,9.147131,1623156203
0.250000,9.145414,1623156204
0.500000,8.957207,1623156205
0.000000,8.954999,1623156206
0.000000,8.949406,1623156207
0.000000,8.946364,1623156208
0.000000,8.948326,1623156209
0.000000,8.945186,1623156210
3.240000,9.000971,1623156211
0.000000,9.007153,1623156212
0.000000,9.008135,1623156213
0.500000,9.014807,1623156214
1.000000,8.907162,1623156215
0.000000,8.900048,1623156216
0.250000,8.895583,1623156217
0.000000,8.892689,1623156218
0.500000,8.894553,1623156219
0.000000,8.893621,1623156220
0.000000,8.894013,1623156221
0.250000,8.893277,1623156222
0.740000,8.898871,1623156223
0.000000,8.889499,1623156224
0.250000,8.889794,1623156225
0.000000,8.892689,1623156226
0.000000,8.889107,1623156227
0.000000,8.892198,1623156228
0.000000,8.895191,1623156230
0.000000,8.886163,1623156231
1.500000,8.888077,1623156232
2.260000,8.891854,1623156233
0.250000,8.887243,1623156234
0.000000,8.877773,1623156235
0.000000,8.881404,1623156236
0.000000,8.885182,1623156237
0.740000,8.880815,1623156238
0.250000,8.880864,1623156239
2.800000,8.887488,1623156240
3.280000,8.889058,1623156241
3.270000,8.887488,1623156242
3.780000,8.889352,1623156243
4.240000,8.887782,1623156244
2.790000,8.880521,1623156245
4.240000,8.891168,1623156246
0.750000,8.883563,1623156247
