cpu,ram,timestamp
71.570000,9.920812,1623159030
68.860000,9.406431,1623159031
0.000000,9.408296,1623159032
0.000000,9.400838,1623159033
0.000000,9.397796,1623159034
0.250000,9.189228,1623159035
0.000000,9.195655,1623159036
0.000000,9.192662,1623159037
0.500000,9.197667,1623159038
0.000000,9.193300,1623159039
0.750000,9.191877,1623159040
2.530000,9.240646,1623159041
0.000000,9.244522,1623159042
0.000000,9.247858,1623159043
0.250000,9.251734,1623159044
0.250000,9.141931,1623159046
0.000000,9.133344,1623159047
0.250000,9.126279,1623159048
0.250000,9.129076,1623159049
0.000000,9.127898,1623159050
0.000000,9.125592,1623159051
0.250000,9.134129,1623159052
0.000000,9.121226,1623159053
0.000000,9.125887,1623159054
0.000000,9.128978,1623159055
0.000000,9.124906,1623159056
0.500000,9.128585,1623159057
0.000000,9.131627,1623159058
0.750000,9.133492,1623159059
0.000000,9.132805,1623159060
2.000000,9.123434,1623159061
0.250000,9.122894,1623159062
0.250000,9.120931,1623159063
0.250000,9.124415,1623159064
0.250000,9.124906,1623159065
0.740000,9.125200,1623159066
0.000000,9.118969,1623159067
0.250000,9.113032,1623159068
0.250000,9.106752,1623159069
3.750000,9.106016,1623159070
3.030000,9.108322,1623159071
2.510000,9.105427,1623159072
2.010000,9.106850,1623159073
0.000000,9.108028,1623159074
49.010000,11.102356,1623159075
77.690000,11.093525,1623159076
49.740000,9.405401,1623159077
0.000000,9.401231,1623159078
0.000000,9.404027,1623159079
0.500000,9.401721,1623159080
0.500000,9.206694,1623159081
0.000000,9.207185,1623159082
0.250000,9.193987,1623159083
0.000000,9.196832,1623159084
0.000000,9.199776,1623159085
1.260000,9.193055,1623159086
2.020000,9.193938,1623159087
2.490000,9.206792,1623159088
0.000000,9.212484,1623159089
0.500000,9.141391,1623159090
0.000000,9.135258,1623159091
0.000000,9.131186,1623159092
0.000000,9.132707,1623159093
0.250000,9.133933,1623159094
0.250000,9.134031,1623159095
0.000000,9.128683,1623159096
0.000000,9.130842,1623159097
0.500000,9.123286,1623159098
0.250000,9.125543,1623159099
0.000000,9.121864,1623159100
0.000000,9.124758,1623159101
0.000000,9.122158,1623159102
0.250000,9.123090,1623159103
0.000000,9.124660,1623159104
0.250000,9.118724,1623159105
0.000000,9.120048,1623159106
0.250000,9.116663,1623159107
0.250000,9.114995,1623159108
0.000000,9.121177,1623159109
0.000000,9.119999,1623159110
0.000000,9.111266,1623159111
0.000000,9.104152,1623159112
0.500000,9.111708,1623159113
0.000000,9.109892,1623159114
0.250000,9.116369,1623159115
0.500000,9.118969,1623159116
0.250000,9.110530,1623159117
0.250000,9.105967,1623159118
