cpu,ram,timestamp
0.000000,9.373313,1623161837
0.000000,9.380771,1623161838
0.750000,9.339214,1623161839
0.000000,9.329058,1623161840
0.000000,9.329304,1623161841
0.000000,9.330285,1623161842
0.000000,9.332100,1623161843
0.250000,9.333327,1623161844
0.000000,9.332493,1623161845
0.000000,9.336761,1623161846
0.250000,9.325329,1623161847
0.000000,9.332198,1623161848
0.250000,9.335976,1623161849
0.000000,9.330825,1623161850
0.000000,9.330775,1623161851
0.250000,9.336369,1623161852
0.250000,9.339754,1623161853
0.250000,9.328420,1623161854
0.000000,9.321699,1623161855
0.250000,9.331315,1623161856
0.250000,9.330285,1623161857
2.500000,9.346181,1623161858
5.280000,9.321797,1623161859
0.250000,9.320031,1623161860
0.250000,9.322729,1623161861
0.250000,9.324397,1623161862
0.000000,9.314977,1623161863
0.000000,9.313751,1623161864
0.250000,9.316645,1623161865
0.000000,9.321012,1623161866
0.250000,9.325280,1623161867
0.000000,9.321159,1623161868
0.740000,9.324299,1623161869
0.000000,9.324888,1623161870
0.000000,9.310807,1623161871
0.500000,9.311837,1623161872
0.000000,9.321110,1623161873
0.000000,9.320031,1623161874
0.000000,9.321208,1623161875
0.000000,9.325379,1623161876
0.000000,9.319638,1623161877
0.000000,9.323122,1623161878
0.250000,9.319687,1623161879
0.750000,9.316351,1623161880
0.000000,9.323465,1623161881
0.250000,9.323023,1623161882
0.500000,9.319393,1623161883
0.000000,9.319540,1623161884
0.000000,9.322827,1623161885
0.000000,9.323956,1623161886
0.000000,9.314192,1623161887
0.500000,9.316302,1623161888
0.000000,9.325428,1623161889
0.000000,9.320619,1623161890
0.000000,9.326654,1623161891
0.250000,9.319295,1623161892
0.000000,9.317872,1623161893
0.250000,9.323710,1623161894
0.250000,9.326899,1623161895
0.000000,9.322631,1623161896
0.000000,9.322238,1623161897
0.000000,9.322729,1623161898
0.250000,9.322337,1623161899
0.500000,9.322337,1623161900
0.000000,9.322582,1623161901
0.500000,9.333278,1623161902
0.000000,9.325624,1623161903
0.250000,9.331708,1623161904
0.000000,9.323710,1623161905
0.000000,9.313898,1623161906
0.000000,9.310709,1623161907
0.250000,9.316056,1623161908
0.000000,9.316449,1623161909
0.000000,9.316449,1623161910
0.250000,9.310856,1623161911
0.000000,9.319049,1623161912
0.000000,9.322140,1623161913
0.000000,9.323122,1623161914
0.000000,9.323122,1623161915
0.000000,9.322778,1623161916
0.250000,9.320325,1623161917
0.250000,9.310512,1623161918
0.000000,9.313751,1623161919
0.250000,9.310660,1623161920
0.500000,9.314143,1623161921
0.500000,9.316155,1623161922
0.500000,9.316989,1623161923
0.000000,9.319834,1623161924
0.000000,9.319785,1623161925
0.250000,9.323073,1623161926
