cpu,ram,timestamp
0.250000,8.632162,1623153494
0.250000,8.631181,1623153495
0.250000,8.640503,1623153496
0.250000,8.644084,1623153497
0.000000,8.646636,1623153498
0.000000,8.638638,1623153499
0.000000,8.643986,1623153500
0.000000,8.646685,1623153501
0.000000,8.647764,1623153502
0.000000,8.649972,1623153503
0.000000,8.647960,1623153504
0.000000,8.643839,1623153505
0.000000,8.647519,1623153506
0.000000,8.648059,1623153507
0.250000,8.646587,1623153508
0.000000,8.644722,1623153509
0.000000,8.647568,1623153510
0.000000,8.649678,1623153511
0.000000,8.650070,1623153512
0.000000,8.653161,1623153514
0.250000,8.650414,1623153515
0.750000,8.652671,1623153516
0.000000,8.649530,1623153517
0.000000,8.642269,1623153518
0.000000,8.643790,1623153519
0.000000,8.643250,1623153520
0.000000,8.644379,1623153521
0.000000,8.643741,1623153522
0.250000,8.650757,1623153523
0.000000,8.649874,1623153524
0.250000,8.647666,1623153525
0.250000,8.647224,1623153526
0.000000,8.640944,1623153527
0.000000,8.637314,1623153528
0.000000,8.640110,1623153529
0.000000,8.646587,1623153530
0.250000,8.647470,1623153531
0.000000,8.650659,1623153532
0.250000,8.649236,1623153533
0.000000,8.649187,1623153534
0.000000,8.643839,1623153535
0.250000,8.647470,1623153536
0.000000,8.644428,1623153537
0.000000,8.643398,1623153538
0.000000,8.650266,1623153539
0.000000,8.649629,1623153540
0.000000,8.651493,1623153541
0.250000,8.645949,1623153542
0.250000,8.652180,1623153543
0.000000,8.657969,1623153544
0.500000,8.652720,1623153545
0.250000,8.653063,1623153546
2.020000,8.649089,1623153547
2.030000,8.662532,1623153548
3.970000,8.682697,1623153549
3.260000,8.683777,1623153550
4.460000,8.689174,1623153551
2.800000,8.711498,1623153552
3.030000,8.723567,1623153553
5.200000,8.741721,1623153554
3.280000,8.750895,1623153555
2.760000,8.761052,1623153556
4.700000,8.769441,1623153557
3.990000,8.776703,1623153558
3.260000,8.784602,1623153559
3.760000,8.784406,1623153560
1.000000,8.792452,1623153561
0.000000,8.785485,1623153562
0.000000,8.794660,1623153563
0.000000,8.801627,1623153564
0.250000,8.801038,1623153565
0.000000,8.801823,1623153566
0.500000,8.804669,1623153567
0.000000,8.800891,1623153568
