1550176935.1552417	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1578548	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1601727	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1619802	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1639566	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1660588	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.174744	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1767106	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.1789305	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.181526	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1841128	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1865196	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1889765	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1961675	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.1981232	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.200289	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2027857	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2052038	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.2076604	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.2097385	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2117727	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.219389	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.2214365	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2236004	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2259169	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2285995	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2311308	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2330632	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2408729	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2429376	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2455306	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2479959	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2505476	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.253068	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.2556164	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.263333	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.265189	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2671888	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2696993	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.2722924	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.2747307	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2768857	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.278986	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2865124	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2889013	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.2913938	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.2938097	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.2961054	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.2978766	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.299702	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3079796	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.309747	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3120468	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3144267	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3169472	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3193595	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.321407	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.32941	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.331901	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3344011	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.3369267	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.33928	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.34148	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3436306	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3455215	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.352823	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3550687	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.357544	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.3599792	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3625848	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3651721	8394	61	58	14	-4	264	0	16876	14	-6
1550176935.3677804	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3751464	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.377156	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3792162	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.381711	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3844793	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.3872128	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3892028	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3964431	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.3984234	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4010594	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4036398	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4061723	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4083402	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4102883	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4122596	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4199312	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.4224548	8394	61	58	14	-4	264	0	17139	14	-6
1550176935.424976	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.427502	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4299977	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4323173	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4343526	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4411452	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4430134	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4456313	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.448125	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4506717	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4527776	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4548347	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4636147	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.465562	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4678361	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4704072	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.47299	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4755158	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.477961	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4801962	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4867456	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.488739	8394	61	61	14	-4	264	0	17139	14	-6
1550176935.4908025	8394	61	61	14	-4	264	0	16876	14	-6
1550176935.4933715	8394	61	61	14	-4	264	0	16876	14	-6
